split,group_name,group_bucket,num_episodes,preferred_mean_final_value,hold_to_terminal_mean_final_value,sell_immediately_mean_final_value,sell_half_then_hold_mean_final_value,preferred_minus_hold_mean,preferred_minus_sell_immediately_mean,preferred_minus_sell_half_mean,preferred_win_rate_vs_hold,preferred_win_rate_vs_sell_immediately,preferred_win_rate_vs_sell_half,preferred_mean_tax_paid,preferred_mean_short_term_sold_fraction,preferred_no_cut_pct,preferred_median_EAAT_Sharpe,hold_to_terminal_median_EAAT_Sharpe,sell_immediately_median_EAAT_Sharpe,sell_half_then_hold_median_EAAT_Sharpe,preferred_median_TA_EAAT_Sharpe,hold_to_terminal_median_TA_EAAT_Sharpe,sell_immediately_median_TA_EAAT_Sharpe,sell_half_then_hold_median_TA_EAAT_Sharpe,preferred_minus_hold_mean_EAAT_Sharpe,preferred_minus_hold_median_EAAT_Sharpe,preferred_EAAT_Sharpe_win_rate_vs_hold,preferred_minus_hold_mean_TA_EAAT_Sharpe,preferred_minus_hold_median_TA_EAAT_Sharpe,preferred_TA_EAAT_Sharpe_win_rate_vs_hold,preferred_minus_sell_immediately_mean_EAAT_Sharpe,preferred_minus_sell_half_mean_EAAT_Sharpe,preferred_minus_sell_immediately_mean_TA_EAAT_Sharpe,preferred_minus_sell_half_mean_TA_EAAT_Sharpe
test,maximum_gain_bucket,mid,506,0.377155015591128,0.39809828393242414,0.3600067403479865,0.37905251214020536,-0.020943268341296117,0.01714827524314151,-0.001897496549077306,0.12450592885375494,0.6640316205533597,0.5849802371541502,0.06014398679952023,0.44565217391304346,0.5177865612648221,1.4217851528221206,1.4367469554897543,1.5029224474218745,1.4874975803870014,1.5454434841351268,1.4367469554897543,2.0359770399914674,1.8410154760230875,0.017140190261026013,0.0,0.2134387351778656,0.1832952054604866,0.0,0.26877470355731226,-0.12872820941236682,-0.0774567341518244,-1.8066328985219948,-0.8888989286406528
test,drawdown_after_episode_start_bucket,high,506,0.34629756358963326,0.3759197532301376,0.4008230444537557,0.38837139884194666,-0.02962218964050429,-0.05452548086412242,-0.04207383525231335,0.2628458498023715,0.2727272727272727,0.30039525691699603,0.06366156925888825,0.6259881422924901,0.34782608695652173,0.8834183650476044,0.7718971445689734,1.5938495418198562,1.1330338724534252,1.0025088479863042,0.7718971445689734,2.9481346739360204,1.9730196389367034,0.08137544940420936,0.0,0.34782608695652173,0.3913536069336282,0.0,0.41106719367588934,-0.6645801016646974,-0.27597600150629087,-325369477084.96014,-112870780626.98271
test,drawdown_after_episode_start_bucket,mid,506,0.45989327707551714,0.517803691147626,0.3566565455328613,0.43723011834024367,-0.05791041407210895,0.10323673154265581,0.022663158735273435,0.07509881422924901,0.6996047430830039,0.541501976284585,0.0719862131130772,0.41205533596837945,0.5434782608695652,1.5461694794580902,1.6416056267411365,1.5200488044824554,1.6724504089074474,1.7075813038493193,1.6416056267411365,2.16921134566177,2.04684186017698,-0.0685117328324615,0.0,0.15612648221343872,0.1533961407073429,0.0,0.2391304347826087,0.08314326594485463,-0.09113356789469328,-288.3346300281104,-175.62816943262544
test,drawdown_after_episode_start_bucket,low,507,0.5739364141624718,0.6190862474876576,0.4253688245686491,0.5222275360281533,-0.045149833325185844,0.14856758959382263,0.051708878134318396,0.023668639053254437,0.9171597633136095,0.7830374753451677,0.08074768168767334,0.2564102564102564,0.7100591715976331,1.81699055458829,1.8880851514145,1.4427055364325376,1.7603096440070145,1.892949308781648,1.8880851514145,1.6976502061921837,1.8501841419299645,-0.08695539168672606,0.0,0.05325443786982249,0.0379412513867838,0.0,0.10256410256410256,0.44308488833200843,0.09162270429974922,-155.49559888888598,-122.245873994387
test,volatility_bucket,high_volatility,474,0.3111653696301233,0.3369737736869347,0.3232515499004632,0.330112661793699,-0.02580840405681153,-0.012086180270339955,-0.018947292163575737,0.24050632911392406,0.35864978902953587,0.3924050632911392,0.05459644534401249,0.5632911392405063,0.4092827004219409,0.8006189063366229,0.7043431797199111,1.3666446674508896,1.0488103518433136,0.9162582519147777,0.7043431797199111,2.5206078156490572,1.6818192784149202,0.08251955012792692,0.0,0.31223628691983124,0.33435067093798426,0.0,0.36075949367088606,-0.5090587050364266,-0.1983477645954254,-347335349055.4707,-120490749007.9477
test,volatility_bucket,low_volatility,474,0.5327265852495118,0.5848670769579561,0.4208404125577791,0.5028537447578676,-0.052140491708444384,0.11188617269173268,0.02987284049164414,0.04852320675105485,0.8417721518987342,0.6645569620253164,0.0817376400033101,0.3808016877637131,0.5717299578059072,1.8909194141236154,2.037325147237465,1.6299234951811579,1.9176887256108395,2.0335758136393043,2.037325147237465,2.046026920243121,2.090648618169398,-0.10888873319658257,0.0,0.10337552742616034,0.05608174801747014,0.0,0.18354430379746836,0.2913855649442839,-0.00028602728907883824,-1.2506762375804386,-0.6860884990575394
test,volatility_bucket,medium_volatility,473,0.5014896677225238,0.5654141052219841,0.3981485821328118,0.4817813436773979,-0.06392443749946022,0.10334108558971206,0.019708324045125916,0.09513742071881606,0.693446088794926,0.5539112050739958,0.08019041380485328,0.4381606765327696,0.5264270613107822,1.5281394104757455,1.5594275660761756,1.5445947406861504,1.6283999654993666,1.713746734673973,1.5594275660761756,2.2506295285793207,2.143109486751165,-0.05304059587657953,0.0,0.17758985200845667,0.23214184322556689,0.0,0.25792811839323465,0.04766472249287597,-0.10664102979693439,-373.8861525912122,-249.4985551084961
test,gain_at_episode_start_bucket,medium_start_gain,506,0.3543205925344406,0.3992752536381346,0.2853278758263312,0.3423015647322329,-0.04495466110369403,0.06899271670810948,0.012019027802207729,0.13636363636363635,0.6225296442687747,0.5316205533596838,0.05777444856293801,0.47035573122529645,0.5,1.2970864610300987,1.298938067291616,1.3894371165679045,1.3619427422634183,1.3935506482078144,1.298938067291616,2.045257427333299,1.7736092050993877,-0.016725828261059773,0.0,0.21739130434782608,0.24871618734697748,0.0,0.29051383399209485,-0.0802412047771434,-0.11192616171932898,-325369477235.3001,-112870780746.67412
test,gain_at_episode_start_bucket,high_start_gain,506,0.7348104221668286,0.7798599902680018,0.6498807080191863,0.714870349143594,-0.045049568101173186,0.08492971414764232,0.01994007302323457,0.09683794466403162,0.6699604743083004,0.5928853754940712,0.10996503124155742,0.3448616600790514,0.6027667984189723,1.9252735641257372,1.9588151377200296,1.8406815764212152,1.9296878270381055,2.015565316858432,1.9588151377200296,2.1929774805618627,2.0887128526668075,-0.03375837421611762,0.0,0.1383399209486166,0.08404301884450148,0.0,0.17786561264822134,0.09975916442219658,-0.022040983883810344,-1.0471430739154397,-0.5084473828880426
test,gain_at_episode_start_bucket,low_start_gain,507,0.29155430753076356,0.33423739036466626,0.24799038099349413,0.29111388567908014,-0.042683082833902784,0.04356392653726936,0.000440421851683286,0.1282051282051282,0.5976331360946746,0.5009861932938856,0.04871928148873809,0.47879684418145957,0.4990138067061144,1.227922646281565,1.229001853444753,1.367221956945729,1.3293441185687536,1.3665659720368586,1.229001853444753,2.229018239458891,1.8045350423283617,-0.023732419223696143,0.0,0.20118343195266272,0.2495136655355865,0.0,0.28402366863905326,-0.15668459185465286,-0.14105987250835628,-292.1730129876839,-177.56483250602906
